ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,reaction_entry,interaction_name,reaction_name
ec00280,"Valine, leucine and isoleucine degradation",4.08728063031975e-05,1.65962907597006,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.000210951807420867,2.14250163976501,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000304406763670606,1.6873290541471,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00480,Glutathione metabolism,1.91265038695931e-06,1.62127507491897,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00361,Chlorocyclohexane and chlorobenzene degradation,2.35915725510516e-05,4.29465418781726,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00280,"Valine, leucine and isoleucine degradation",4.08728063031975e-05,1.65962907597006,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.000210951807420867,2.14250163976501,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000304406763670606,1.6873290541471,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00515,Mannose type O-glycan biosynthesis,0.00101582234764271,2.77249827314785,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00311,Penicillin and cephalosporin biosynthesis,0.00135290519256489,2.12832419927227,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00830,Retinol metabolism,0.00167816110072008,2.18372246838166,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00514,Other types of O-glycan biosynthesis,0.00176643438093266,3.29589739995278,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00626,Naphthalene degradation,0.00190353591163062,2.21142641014471,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.00194256548085591,1.23219105053146,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00643,Styrene degradation,0.0021863430648685,2.97322213002733,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00903,Limonene and pinene degradation,0.00256424249083675,2.49870789109368,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00071,Fatty acid degradation,0.00507640026824931,1.52153462654097,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00010,Glycolysis / Gluconeogenesis,0.00917599073086028,1.17096861295557,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00260,"Glycine, serine and threonine metabolism",0.00917599073086028,1.17959509395265,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00622,Xylene degradation,0.0140870002487917,2.27879609965814,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00072,Synthesis and degradation of ketone bodies,0.0142305756598973,2.00942535393285,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,,,,
ec00480,Glutathione metabolism,3.06169068098328e-07,2.17685263690351,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000630031512757201,1.35485885369568,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,2,2.2,Genetic Information Processing,Translation
ec00621,Dioxin degradation,0.000630031512757201,4.96437594230064,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,3.06169068098328e-07,2.17685263690351,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000630031512757201,1.35485885369568,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,2.2,Genetic Information Processing,Translation
ec00621,Dioxin degradation,0.000630031512757201,4.96437594230064,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00622,Xylene degradation,0.0063294167636328,3.96249508319688,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00550,Peptidoglycan biosynthesis,0.0267732377861477,1.30909913546969,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,0.050109004601654,1.23151877975173,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00620,Pyruvate metabolism,0.0593129737471437,1.29495801984844,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00626,Naphthalene degradation,0.0633895578244607,2.44514038949136,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00405,Phenazine biosynthesis,0.0815376258005434,2.21984290102874,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0882944322513841,3.23603765127745,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0882944322513841,2.22134787926673,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00473,D-Alanine metabolism,0.0906530888314394,1.59731291744957,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,,,,
ec00982,Drug metabolism - cytochrome P450,0.0906530888314394,1.9873928503503,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.0906530888314394,1.96343857493239,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.0974895963500124,1.94870880460139,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec01051,Biosynthesis of ansamycins,0.100339250604153,1.9069507587885,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00195,Photosynthesis,0.100339250604153,1.7820836715951,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.2,Metabolism,Energy metabolism
ec00010,Glycolysis / Gluconeogenesis,0.125677373832706,1.1870317828659,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00515,Mannose type O-glycan biosynthesis,0.125677373832706,2.30414073271338,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00071,Fatty acid degradation,0.125677373832706,1.5255606070308,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00480,Glutathione metabolism,1.25789733818049e-05,1.91235052243669,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000700825616618661,1.32269817634728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00480,Glutathione metabolism,1.25789733818049e-05,1.91235052243669,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00970,Aminoacyl-tRNA biosynthesis,0.000700825616618661,1.32269817634728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00620,Pyruvate metabolism,0.0044564237497949,1.36916262615728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00404,Staurosporine biosynthesis,0.00789417184887511,9.26945390219314,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00280,"Valine, leucine and isoleucine degradation",0.0146960526716951,1.67164389015822,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00626,Naphthalene degradation,0.0157978863245721,2.62865110659209,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00010,Glycolysis / Gluconeogenesis,0.0233729369462451,1.24346332834298,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00230,Purine metabolism,0.0233729369462451,1.15795718647397,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.0233729369462451,2.14257450294002,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00982,Drug metabolism - cytochrome P450,0.0233729369462451,2.1851069992763,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0233729369462451,2.38806270022603,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00520,Amino sugar and nucleotide sugar metabolism,0.0313407730957839,1.20200336951288,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00550,Peptidoglycan biosynthesis,0.0334342120128244,1.23980709536564,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00020,Citrate cycle (TCA cycle),0.0334342120128244,1.40208226717816,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00515,Mannose type O-glycan biosynthesis,0.0474094850472085,2.60092271939175,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00621,Dioxin degradation,0.0573907319564912,2.66847915366166,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00981,Insect hormone biosynthesis,0.0703656237345559,4.34863269485604,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00625,Chloroalkane and chloroalkene degradation,0.0703656237345559,1.84694736927594,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00405,Phenazine biosynthesis,0.0719841930992969,1.96881693654306,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00622,Xylene degradation,0.0798855031460653,2.3961853624717,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,1.94832467492745e-07,1.65964103940515,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",5.79489721528326e-05,1.65262386725961,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,9.64452643071878e-05,3.90912747524753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00903,Limonene and pinene degradation,9.64452643071878e-05,3.04607335733573,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00625,Chloroalkane and chloroalkene degradation,0.000298684805743132,2.08946942095895,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00643,Styrene degradation,0.000308376304683262,3.38289877665651,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000308376304683262,1.66907153326418,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00480,Glutathione metabolism,1.94832467492745e-07,1.65964103940515,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",5.79489721528326e-05,1.65262386725961,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,9.64452643071878e-05,3.90912747524753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00903,Limonene and pinene degradation,9.64452643071878e-05,3.04607335733573,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00625,Chloroalkane and chloroalkene degradation,0.000298684805743132,2.08946942095895,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00643,Styrene degradation,0.000308376304683262,3.38289877665651,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.000308376304683262,1.66907153326418,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00830,Retinol metabolism,0.00101485873989721,2.214856729317,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00071,Fatty acid degradation,0.00109868506954869,1.60354004596888,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00626,Naphthalene degradation,0.00109868506954869,2.25045718191222,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00592,alpha-Linolenic acid metabolism,0.00126047754608727,1.89264390612701,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00311,Penicillin and cephalosporin biosynthesis,0.00126047754608727,2.07564290721108,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00515,Mannose type O-glycan biosynthesis,0.00207334823270415,2.54482077954631,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00620,Pyruvate metabolism,0.002224040663635,1.22277357507143,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00622,Xylene degradation,0.00238942039771413,2.56429644877753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00413587236892662,2.19023852643292,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,,,,
ec00514,Other types of O-glycan biosynthesis,0.00476469774926472,2.9221052555837,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00260,"Glycine, serine and threonine metabolism",0.00553467332559703,1.18255115447037,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00550,Peptidoglycan biosynthesis,0.00553467332559703,1.1833525564136,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00621,Dioxin degradation,0.00553467332559703,2.47493460283528,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00930,Caprolactam degradation,0.00580854497381449,1.94610242274227,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00511,Other glycan degradation,0,2.39641167009928,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.69429763523817,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00531,Glycosaminoglycan degradation,0,2.57852025214865,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.40619865423439,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.56486926257845,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.34997206878991e-15,2.3880682263671,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,1.41139322451522e-10,1.37919972861811,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00513,Various types of N-glycan biosynthesis,2.23949400690593e-09,2.43155099608946,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00250,"Alanine, aspartate and glutamate metabolism",5.31659103359456e-07,1.37555563319563,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.5,Metabolism,Amino acid metabolism
ec00970,Aminoacyl-tRNA biosynthesis,1.12448782056074e-05,1.26677912270918,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00940,Phenylpropanoid biosynthesis,0.000117006631450322,2.08697054527751,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00500,Starch and sucrose metabolism,0.000765660114780557,1.25426039172083,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00511,Other glycan degradation,0,2.39641167009928,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.69429763523817,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00531,Glycosaminoglycan degradation,0,2.57852025214865,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.40619865423439,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.56486926257845,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.34997206878991e-15,2.3880682263671,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,1.41139322451522e-10,1.37919972861811,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00513,Various types of N-glycan biosynthesis,2.23949400690593e-09,2.43155099608946,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00250,"Alanine, aspartate and glutamate metabolism",5.31659103359456e-07,1.37555563319563,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00970,Aminoacyl-tRNA biosynthesis,1.12448782056074e-05,1.26677912270918,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00940,Phenylpropanoid biosynthesis,0.000117006631450322,2.08697054527751,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00500,Starch and sucrose metabolism,0.000765660114780557,1.25426039172083,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00511,Other glycan degradation,0,2.73495467309976,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,2.91204431500389,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,3.05426952942165,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.95526379624015,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,5.07593966858622e-14,1.76795343874345,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,7.98990503388571e-14,2.8045288454034,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00940,Phenylpropanoid biosynthesis,2.53973693406121e-06,2.86264869151467,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
